OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,TotNumberCycles,TotUsingFrozenEggs,MedicalDirector,IVF_Rate,Unstimulated_Rate,Gest_Rate,ICSI_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDTwinLBRate1,FshNDTwinLBRate2,FshNDTwinLBRate3,FshNDTwinLBRate4,FshNDTwinLBRate5,FshNDHealthSnglLBRate1,FshNDHealthSnglLBRate2,FshNDHealthSnglLBRate3,FshNDHealthSnglLBRate4,FshNDHealthSnglLBRate5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDTwinLB_TransRate1,FshNDTwinLB_TransRate2,FshNDTwinLB_TransRate3,FshNDTwinLB_TransRate4,FshNDTwinLB_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDTwinLB_TransRate1,ThwNDTwinLB_TransRate2,ThwNDTwinLB_TransRate3,ThwNDTwinLB_TransRate4,ThwNDTwinLB_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,TotBankingCycles1,TotBankingCycles2,TotBankingCycles3,TotBankingCycles4,TotBankingCycles5,TotBankLTCycles1,TotBankLTCycles2,TotBankLTCycles3,TotBankLTCycles4,TotBankLTCycles5,FshDnrEggTotCycles,ThwDnrEggTotCycles,ThwDnrEmbTotCycles,DonatedEmbCycles,FshDnrEggTransfers,ThwDnrEggTransfers,ThwDnrEmbTransfers,DonatedEmbTransfers,FshDnrEggRate,ThwDnrEggRate,ThwDnrEmbRate,DonatedEmbRate,FshDnrEggImplant,ThwDnrEggImplant,ThwDnrEmbImplant,DonatedEmbImplant,FshDnrEggTransPregRate,ThwDnrEggTransPregRate,ThwDnrEmbTransPregRate,DonatedEmbTransPregRate,FshDnrEggLvBirths_TransRate,ThwDnrEggLvBirths_TransRate,ThwDnrEmbLvBirths_TransRate,DonatedEmbLvBirths_TransRate,FshDnrEggSnglLB_TransRate,ThwDnrEggSnglLB_TransRate,ThwDnrEmbSnglLB_TransRate,DonatedEmbSnglLB_TransRate,FshDnrEggTwinLvBirths_TransRate,ThwDnrEggTwinLvBirths_TransRate,ThwDnrEmbTwinLvBirths_TransRate,DonatedEmbTwinLvBirths_TransRate,FshDnrEggHealthSnglLB_TransRate,ThwDnrEggSngLB_TransRate,ThwDnrEmbSngLB_TransRate,DonatedEmbSngLB_TransRate,ReorgOrClosedMessage,CurrClinNameAll,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
339,WRIGHT STATE PHYSICIANS OB/GYN,,DAYTON,OHIO,34,0,"Steven R. Lindheim, MD",100%,0%,7%,59%,11%,0%,11%,37%,7%,22%,56%,19%,0%,19%,26%,8,6,0,1,1,0 / 8,1 / 6,,0 / 1,0 / 1,8,5,0,1,1,1.9,1.8,,1.0,2.0,1 / 8,0 / 4,,,0 / 1,1 / 8,0 / 6,,0 / 1,1 / 1,1 / 8,0 / 6,,0 / 1,1 / 1,1 / 8,0 / 6,,0 / 1,1 / 1,0 / 8,0 / 6,,0 / 1,0 / 1,1 / 8,0 / 6,,0 / 1,0 / 1,1 / 15,0 / 9,,0 / 1,1 / 2,1 / 8,0 / 5,,0 / 1,1 / 1,1 / 8,0 / 5,,0 / 1,1 / 1,1 / 8,0 / 5,,0 / 1,1 / 1,0 / 8,0 / 5,,0 / 1,0 / 1,1 / 8,0 / 5,,0 / 1,0 / 1,3,1,0,0,0,2,1,0,0,0,0.3,0.5,,0.0,,2.0,2.0,,,,0 / 4,0 / 2,,,,0 / 2,0 / 1,,,,0 / 2,0 / 1,,,,0 / 2,0 / 1,,,,0 / 2,0 / 1,,,,0 / 2,0 / 1,,,,4,2,0,1,0,2,0,0,0,0,3,0,3,1,3,0,3,1,1.7,,2.0,2.0,3 / 5,,0 / 6,0 / 2,2 / 3,,0 / 3,0 / 1,2 / 3,,0 / 3,0 / 1,1 / 3,,0 / 3,0 / 1,1 / 3,,0 / 3,0 / 1,1 / 3,,0 / 3,0 / 1,,Wright State Physicians OB/GYN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
340,KETTERING REPRODUCTIVE MEDICINE,,KETTERING,OHIO,210,0,"Mark C. Bidwell, MD",100%,0%,0%,68%,2%,13%,14%,24%,17%,<1%,54%,3%,3%,3%,22%,81,22,15,5,3,8.6,9.1,0 / 15,1 / 5,0 / 3,69,19,15,4,3,1.9,2.0,1.9,2.3,2.0,11.8,0 / 18,0 / 12,0 / 4,0 / 3,53.1,54.5,9 / 15,1 / 5,0 / 3,46.9,50.0,7 / 15,0 / 5,0 / 3,29.6,13.6,6 / 15,0 / 5,0 / 3,16.0,36.4,1 / 15,0 / 5,0 / 3,25.9,13.6,5 / 15,0 / 5,0 / 3,46.8,52.8,37.0,0 / 6,0 / 6,62.3,12 / 19,9 / 15,1 / 4,0 / 3,55.1,11 / 19,7 / 15,0 / 4,0 / 3,34.8,3 / 19,6 / 15,0 / 4,0 / 3,18.8,8 / 19,1 / 15,0 / 4,0 / 3,30.4,3 / 19,5 / 15,0 / 4,0 / 3,41,13,9,1,1,41,13,9,1,1,2.7,4.3,3.0,,0.3,1.6,1.6,1.8,1.0,2.0,24.6,33.3,1 / 15,0 / 1,0 / 2,39.0,5 / 13,2 / 9,0 / 1,0 / 1,34.1,4 / 13,1 / 9,0 / 1,0 / 1,31.7,3 / 13,1 / 9,0 / 1,0 / 1,2.4,1 / 13,0 / 9,0 / 1,0 / 1,29.3,3 / 13,0 / 9,0 / 1,0 / 1,3,2,0,0,2,2,1,0,0,1,7,0,5,0,6,0,5,0,2.0,,1.6,,10 / 12,,1 / 8,,5 / 6,,1 / 5,,5 / 6,,1 / 5,,2 / 6,,1 / 5,,3 / 6,,0 / 5,,1 / 6,,1 / 5,,,Kettering Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
341,THE FERTILITY WELLNESS INSTITUTE OF OHIO,,MASON,OHIO,94,1,"Neeoo W. Chin, MD",100%,3%,0%,55%,0%,33%,27%,5%,57%,32%,23%,18%,0%,46%,22%,38,13,9,4,4,13.2,1 / 13,1 / 9,4 / 4,2 / 4,32,12,6,0,1,1.9,2.1,2.0,,1.0,6.9,0 / 12,0 / 5,,,39.5,8 / 13,3 / 9,0 / 4,0 / 4,36.8,7 / 13,2 / 9,0 / 4,0 / 4,18.4,4 / 13,2 / 9,0 / 4,0 / 4,18.4,3 / 13,0 / 9,0 / 4,0 / 4,18.4,3 / 13,2 / 9,0 / 4,0 / 4,36.7,44.0,4 / 12,,0 / 1,46.9,8 / 12,3 / 6,,0 / 1,43.8,7 / 12,2 / 6,,0 / 1,21.9,4 / 12,2 / 6,,0 / 1,21.9,3 / 12,0 / 6,,0 / 1,21.9,3 / 12,2 / 6,,0 / 1,9,5,3,0,0,8,5,3,0,0,2.0,,3.0,,,2.0,1.6,2.0,,,3 / 16,1 / 8,0 / 6,,,3 / 8,1 / 5,0 / 3,,,3 / 8,1 / 5,0 / 3,,,3 / 8,1 / 5,0 / 3,,,0 / 8,0 / 5,0 / 3,,,3 / 8,1 / 5,0 / 3,,,0,0,0,0,0,0,0,0,0,0,4,0,3,1,3,0,3,1,2.7,,1.7,2.0,2 / 8,,0 / 5,0 / 2,2 / 3,,0 / 3,0 / 1,2 / 3,,0 / 3,0 / 1,2 / 3,,0 / 3,0 / 1,0 / 3,,0 / 3,0 / 1,2 / 3,,0 / 3,0 / 1,,The Fertility Wellness Institute of Ohio,No,No,Yes,Yes,Yes,No,No,Yes,0,OH
342,UC CENTER FOR REPRODUCTIVE HEALTH,,WEST CHESTER,OHIO,238,2,"Michael A. Thomas, MD",100%,0%,<1%,63%,6%,24%,36%,18%,8%,5%,48%,12%,8%,19%,32%,86,28,15,5,0,9.3,7.1,2 / 15,3 / 5,,75,26,12,2,0,1.7,1.8,2.0,2.5,,21.1,9.1,1 / 12,0 / 2,,39.5,32.1,2 / 15,0 / 5,,32.6,25.0,0 / 15,0 / 5,,23.3,17.9,0 / 15,0 / 5,,9.3,7.1,0 / 15,0 / 5,,16.3,14.3,0 / 15,0 / 5,,34.7,26.1,9.1,0 / 5,,45.3,34.6,2 / 12,0 / 2,,37.3,26.9,0 / 12,0 / 2,,26.7,19.2,0 / 12,0 / 2,,10.7,7.7,0 / 12,0 / 2,,18.7,15.4,0 / 12,0 / 2,,42,12,11,0,0,40,12,11,0,0,1.3,1.7,0.8,0.0,0.0,1.6,1.8,1.4,,,21.1,14.3,1 / 12,,,35.0,3 / 12,3 / 11,,,25.0,3 / 12,1 / 11,,,25.0,3 / 12,1 / 11,,,0.0,0 / 12,0 / 11,,,20.0,2 / 12,1 / 11,,,16,0,8,1,1,13,0,3,0,1,7,0,4,0,7,0,4,0,1.6,,1.3,,6 / 11,,1 / 5,,5 / 7,,1 / 4,,5 / 7,,1 / 4,,4 / 7,,1 / 4,,1 / 7,,0 / 4,,3 / 7,,0 / 4,,,UC Center for Reproductive Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
343,"REPRODUCTIVE GYNECOLOGY, INC.-WESTERVILLE",,WESTERVILLE,OHIO,358,2,"David M. Nash, MD",100%,0%,<1%,49%,3%,12%,20%,23%,10%,2%,42%,8%,14%,8%,20%,95,28,22,4,0,0.0,0.0,0.0,1 / 4,,66,24,14,2,0,1.5,2.1,2.6,2.5,,56.1,17.4,0 / 14,0 / 1,,36.8,42.9,31.8,0 / 4,,32.6,21.4,13.6,0 / 4,,26.3,17.9,9.1,0 / 4,,6.3,3.6,4.5,0 / 4,,23.2,17.9,9.1,0 / 4,,40.9,28.3,22.2,0 / 5,,53.0,50.0,7 / 14,0 / 2,,47.0,25.0,3 / 14,0 / 2,,37.9,20.8,2 / 14,0 / 2,,9.1,4.2,1 / 14,0 / 2,,33.3,20.8,2 / 14,0 / 2,,90,18,24,7,1,78,17,21,2,1,1.2,1.3,1.6,0.5,,1.4,1.5,1.9,2.0,1.0,54.6,54.2,28.9,1 / 4,1 / 1,67.9,12 / 17,42.9,1 / 2,1 / 1,59.0,11 / 17,23.8,1 / 2,1 / 1,51.3,9 / 17,14.3,1 / 2,1 / 1,6.4,2 / 17,9.5,0 / 2,0 / 1,42.3,9 / 17,4.8,0 / 2,1 / 1,19,5,4,2,0,10,2,1,0,0,21,2,14,0,20,1,11,0,1.3,1.0,1.5,,60.0,0 / 1,10 / 13,,75.0,0 / 1,9 / 11,,75.0,0 / 1,6 / 11,,75.0,0 / 1,5 / 11,,0.0,0 / 1,1 / 11,,75.0,0 / 1,5 / 11,,,"Reproductive 
Gynecology & Infertility-Westerville",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OH
344,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,374,0,"Eli Reshef, MD",100%,0%,0%,60%,<1%,19%,16%,13%,16%,4%,54%,18%,7%,12%,25%,154,39,36,7,2,7.1,15.4,33.3,1 / 7,0 / 2,118,31,20,5,2,1.8,1.9,2.2,1.6,2.5,18.2,3.8,5.0,0 / 3,0 / 2,42.2,38.5,22.2,2 / 7,0 / 2,35.1,33.3,16.7,2 / 7,0 / 2,27.9,28.2,13.9,2 / 7,0 / 2,7.1,5.1,2.8,0 / 7,0 / 2,23.4,28.2,13.9,1 / 7,0 / 2,36.0,28.1,20.9,2 / 8,0 / 5,55.1,48.4,40.0,2 / 5,0 / 2,45.8,41.9,30.0,2 / 5,0 / 2,36.4,35.5,25.0,2 / 5,0 / 2,9.3,6.5,5.0,0 / 5,0 / 2,30.5,35.5,25.0,1 / 5,0 / 2,57,16,7,6,4,48,13,7,5,1,1.3,4.3,1.2,1.3,,1.6,1.8,1.6,1.8,2.0,36.5,20.8,2 / 11,0 / 9,0 / 2,47.9,5 / 13,2 / 7,0 / 5,0 / 1,43.8,4 / 13,2 / 7,0 / 5,0 / 1,35.4,4 / 13,2 / 7,0 / 5,0 / 1,8.3,0 / 13,0 / 7,0 / 5,0 / 1,31.3,3 / 13,2 / 7,0 / 5,0 / 1,7,1,1,2,0,3,0,1,0,0,14,0,6,15,13,0,6,14,1.9,,1.8,1.8,32.0,,2 / 9,16.0,6 / 13,,3 / 6,4 / 14,6 / 13,,2 / 6,3 / 14,4 / 13,,2 / 6,3 / 14,2 / 13,,0 / 6,0 / 14,1 / 13,,2 / 6,2 / 14,,Bennett Fertility Institute,Yes,Yes,Yes,Yes,No,No,Yes,Yes,0,OK
345,OU PHYSICIANS REPRODUCTIVE MEDICINE,,OKLAHOMA CITY,OKLAHOMA,283,2,"LaTasha B. Craig, MD",100%,0%,<1%,78%,3%,14%,13%,15%,11%,2%,49%,26%,10%,12%,22%,94,37,21,3,4,3.2,0.0,19.0,0 / 3,2 / 4,86,37,16,3,2,1.7,2.1,2.3,3.3,2.0,24.4,5.6,0 / 15,0 / 3,0 / 2,57.4,40.5,23.8,1 / 3,0 / 4,50.0,37.8,14.3,1 / 3,0 / 4,28.7,29.7,9.5,1 / 3,0 / 4,21.3,5.4,4.8,0 / 3,0 / 4,25.5,24.3,9.5,1 / 3,0 / 4,51.4,25.6,16.2,1 / 10,0 / 4,62.8,40.5,5 / 16,1 / 3,0 / 2,54.7,37.8,3 / 16,1 / 3,0 / 2,31.4,29.7,2 / 16,1 / 3,0 / 2,23.3,5.4,1 / 16,0 / 3,0 / 2,27.9,24.3,2 / 16,1 / 3,0 / 2,51,23,7,1,1,51,22,7,1,1,2.3,1.8,1.8,,,1.5,1.5,1.9,2.0,3.0,34.2,25.8,1 / 10,0 / 2,0 / 3,47.1,45.5,3 / 7,0 / 1,0 / 1,35.3,36.4,0 / 7,0 / 1,0 / 1,29.4,36.4,0 / 7,0 / 1,0 / 1,5.9,0.0,0 / 7,0 / 1,0 / 1,21.6,36.4,0 / 7,0 / 1,0 / 1,11,4,1,0,0,3,2,1,0,0,5,2,10,6,5,2,10,6,1.6,1.5,1.7,1.5,4 / 8,3 / 3,3 / 17,4 / 9,3 / 5,2 / 2,3 / 10,3 / 6,2 / 5,2 / 2,1 / 10,3 / 6,2 / 5,1 / 2,1 / 10,2 / 6,0 / 5,1 / 2,0 / 10,1 / 6,2 / 5,1 / 2,1 / 10,1 / 6,,OU Physicians Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OK
346,TULSA FERTILITY CENTER,,TULSA,OKLAHOMA,392,1,"Stanley G. Prough, MD",100%,0%,0%,81%,13%,11%,18%,19%,6%,<1%,54%,26%,7%,11%,28%,138,31,23,4,2,6.5,16.1,43.5,2 / 4,0 / 2,74,16,6,1,1,1.6,1.6,1.8,3.0,1.0,14.5,2 / 11,0 / 4,0 / 1,,24.6,12.9,21.7,0 / 4,0 / 2,22.5,12.9,17.4,0 / 4,0 / 2,14.5,9.7,17.4,0 / 4,0 / 2,8.0,3.2,0.0,0 / 4,0 / 2,12.3,9.7,17.4,0 / 4,0 / 2,37.3,19.2,4 / 8,0 / 3,0 / 1,45.9,4 / 16,5 / 6,0 / 1,0 / 1,41.9,4 / 16,4 / 6,0 / 1,0 / 1,27.0,3 / 16,4 / 6,0 / 1,0 / 1,14.9,1 / 16,0 / 6,0 / 1,0 / 1,23.0,3 / 16,4 / 6,0 / 1,0 / 1,80,16,10,2,0,79,15,10,1,0,1.4,0.9,0.5,1.0,,1.6,1.7,1.7,2.0,,33.0,29.2,5 / 17,1 / 2,,50.6,7 / 15,4 / 10,1 / 1,,38.0,5 / 15,3 / 10,1 / 1,,34.2,4 / 15,2 / 10,1 / 1,,3.8,1 / 15,1 / 10,0 / 1,,26.6,4 / 15,2 / 10,1 / 1,,19,11,17,1,0,4,0,4,0,0,16,0,14,7,13,0,14,6,1.5,,1.7,1.3,10 / 18,,18.2,2 / 6,8 / 13,,3 / 14,3 / 6,7 / 13,,2 / 14,2 / 6,4 / 13,,0 / 14,2 / 6,3 / 13,,2 / 14,0 / 6,2 / 13,,0 / 14,1 / 6,,Tulsa Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,OK
347,THE FERTILITY CENTER OF OREGON,,EUGENE,OREGON,191,1,"Douglas J. Austin, MD",100%,0%,2%,86%,26%,10%,21%,31%,6%,2%,45%,16%,11%,13%,26%,42,21,13,3,4,7.1,9.5,0 / 13,0 / 3,0 / 4,38,17,12,1,4,2.0,1.8,2.3,2.0,2.3,2.9,2 / 14,1 / 11,0 / 1,0 / 3,47.6,47.6,8 / 13,0 / 3,2 / 4,40.5,42.9,7 / 13,0 / 3,2 / 4,28.6,28.6,5 / 13,0 / 3,1 / 4,11.9,14.3,2 / 13,0 / 3,1 / 4,21.4,14.3,3 / 13,0 / 3,1 / 4,38.7,43.3,37.0,0 / 2,4 / 9,52.6,10 / 17,8 / 12,0 / 1,2 / 4,44.7,9 / 17,7 / 12,0 / 1,2 / 4,31.6,6 / 17,5 / 12,0 / 1,1 / 4,13.2,3 / 17,2 / 12,0 / 1,1 / 4,23.7,3 / 17,3 / 12,0 / 1,1 / 4,29,25,13,6,3,29,24,13,6,3,4.1,24.0,,,,2.0,1.7,1.8,2.2,2.0,20.8,20.0,19.0,0 / 13,0 / 6,37.9,33.3,5 / 13,0 / 6,0 / 3,31.0,29.2,3 / 13,0 / 6,0 / 3,27.6,25.0,3 / 13,0 / 6,0 / 3,3.4,4.2,0 / 13,0 / 6,0 / 3,13.8,25.0,3 / 13,0 / 6,0 / 3,1,0,0,0,0,1,0,0,0,0,14,0,14,2,14,0,14,2,1.9,,1.9,3.0,65.4,,20.8,0 / 6,10 / 14,,5 / 14,0 / 2,10 / 14,,3 / 14,0 / 2,4 / 14,,3 / 14,0 / 2,6 / 14,,0 / 14,0 / 2,4 / 14,,2 / 14,0 / 2,,The Fertility Center of Oregon,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,OR
348,OREGON REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,"1,882",2,"John S. Hesla, MD",100%,<1%,23%,75%,64%,6%,16%,31%,8%,5%,21%,39%,10%,19%,11%,106,52,42,18,23,0.0,3.8,0.0,0 / 18,0.0,89,32,26,9,11,1.7,1.6,1.6,1.4,1.5,19.5,18.2,0 / 15,0 / 4,1 / 6,61.3,44.2,33.3,3 / 18,26.1,50.9,42.3,26.2,2 / 18,17.4,28.3,30.8,21.4,1 / 18,17.4,21.7,9.6,4.8,1 / 18,0.0,23.6,28.8,19.0,1 / 18,17.4,63.7,62.0,47.6,5 / 13,6 / 16,73.0,71.9,53.8,3 / 9,6 / 11,60.7,68.8,42.3,2 / 9,4 / 11,33.7,50.0,34.6,1 / 9,4 / 11,25.8,15.6,7.7,1 / 9,0 / 11,28.1,46.9,30.8,1 / 9,4 / 11,167,145,95,61,45,166,143,91,58,40,0.6,0.7,0.5,0.7,0.4,1.4,1.4,1.3,1.2,1.3,65.4,72.6,62.1,58.6,68.6,72.9,81.1,67.0,69.0,65.0,66.3,69.2,53.8,58.6,60.0,48.8,58.0,40.7,55.2,40.0,17.5,11.2,12.1,3.4,20.0,39.2,52.4,33.0,44.8,27.5,243,208,188,85,103,12,8,7,2,0,17,0,262,20,17,0,254,20,1.5,,1.6,1.6,68.0,,74.6,61.3,12 / 17,,83.1,70.0,12 / 17,,71.3,60.0,9 / 17,,42.9,50.0,3 / 17,,28.0,10.0,7 / 17,,32.3,45.0,,Oregon Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
349,UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,680,0,"Diana H. Wu, MD",100%,0%,5%,80%,28%,18%,15%,34%,9%,3%,48%,21%,5%,14%,33%,80,40,32,10,7,13.8,20.0,18.8,2 / 10,4 / 7,32,14,5,2,2,1.6,1.6,1.8,2.5,2.0,43.3,3 / 12,0 / 4,0 / 2,0 / 2,22.5,22.5,9.4,1 / 10,0 / 7,20.0,20.0,9.4,0 / 10,0 / 7,12.5,15.0,6.3,0 / 10,0 / 7,7.5,5.0,3.1,0 / 10,0 / 7,11.3,15.0,6.3,0 / 10,0 / 7,52.0,52.2,5 / 9,2 / 5,0 / 4,56.3,9 / 14,3 / 5,1 / 2,0 / 2,50.0,8 / 14,3 / 5,0 / 2,0 / 2,31.3,6 / 14,2 / 5,0 / 2,0 / 2,18.8,2 / 14,1 / 5,0 / 2,0 / 2,28.1,6 / 14,2 / 5,0 / 2,0 / 2,108,63,58,24,10,106,59,55,23,10,1.1,0.8,0.9,0.7,0.8,1.5,1.4,1.3,1.3,1.7,43.4,55.3,55.1,48.3,8 / 15,53.8,64.4,67.3,56.5,7 / 10,46.2,55.9,54.5,43.5,5 / 10,36.8,44.1,50.9,43.5,3 / 10,9.4,10.2,3.6,0.0,2 / 10,27.4,37.3,38.2,34.8,3 / 10,58,54,54,27,12,24,13,8,2,2,22,0,20,1,20,0,18,1,1.1,,1.3,1.0,63.6,,61.9,1 / 1,70.0,,11 / 18,1 / 1,70.0,,8 / 18,1 / 1,70.0,,6 / 18,1 / 1,0.0,,2 / 18,0 / 1,45.0,,5 / 18,1 / 1,,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,OR
350,"ABINGTON REPRODUCTIVE MEDICINE, ABINGTON IVF AND GENETICS",TOLL CENTER FOR REPRODUCTIVE SCIENCES,ABINGTON,PENNSYLVANIA,716,2,"Annette Lee, MD",100%,0%,<1%,65%,9%,6%,20%,28%,4%,<1%,25%,4%,20%,2%,6%,177,56,57,34,13,2.3,8.9,15.8,17.6,0 / 13,129,41,33,19,8,1.7,2.1,2.2,2.8,3.1,29.3,11.4,0.0,0 / 17,0 / 6,36.7,30.4,15.8,17.6,1 / 13,30.5,23.2,14.0,11.8,0 / 13,24.3,19.6,12.3,8.8,0 / 13,6.2,3.6,1.8,2.9,0 / 13,20.3,19.6,10.5,5.9,0 / 13,37.0,26.7,13.0,11.8,4.0,50.4,41.5,27.3,6 / 19,1 / 8,41.9,31.7,24.2,4 / 19,0 / 8,33.3,26.8,21.2,3 / 19,0 / 8,8.5,4.9,3.0,1 / 19,0 / 8,27.9,26.8,18.2,2 / 19,0 / 8,131,41,33,9,12,123,40,29,9,12,1.3,1.0,0.9,2.3,1.5,1.3,1.3,1.3,1.3,1.8,41.9,47.1,34.3,4 / 12,28.6,47.2,50.0,44.8,4 / 9,5 / 12,41.5,45.0,24.1,4 / 9,5 / 12,35.8,42.5,17.2,4 / 9,4 / 12,5.7,2.5,6.9,0 / 9,1 / 12,30.9,35.0,17.2,4 / 9,3 / 12,43,33,23,4,5,12,13,10,1,3,17,6,19,1,16,6,18,1,1.7,1.5,1.4,1.0,52.0,4 / 9,23.1,1 / 1,11 / 16,3 / 6,6 / 18,1 / 1,10 / 16,3 / 6,6 / 18,1 / 1,7 / 16,2 / 6,6 / 18,1 / 1,3 / 16,1 / 6,0 / 18,0 / 1,6 / 16,2 / 6,2 / 18,1 / 1,,"Abington Reproductive Medicine, Abington IVF and Genetics, Toll Center for Reproductive Sciences",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
351,REPRODUCTIVE MEDICINE ASSOCIATES OF PENNSYLVANIA,,ALLENTOWN,PENNSYLVANIA,325,0,"Wendy J. Schillings, MD",100%,0%,1%,81%,50%,15%,17%,15%,4%,4%,51%,54%,0%,15%,37%,67,23,6,2,1,7.5,17.4,1 / 6,0 / 2,0 / 1,27,4,0,0,0,1.4,1.8,,,,53.8,1 / 4,,,,31.3,8.7,0 / 6,0 / 2,0 / 1,23.9,8.7,0 / 6,0 / 2,0 / 1,16.4,0.0,0 / 6,0 / 2,0 / 1,7.5,8.7,0 / 6,0 / 2,0 / 1,14.9,0.0,0 / 6,0 / 2,0 / 1,75.0,4 / 7,,,,77.8,2 / 4,,,,59.3,2 / 4,,,,40.7,0 / 4,,,,18.5,2 / 4,,,,37.0,0 / 4,,,,78,34,28,5,2,75,31,26,5,2,1.4,1.6,1.7,1.3,0.7,1.3,1.2,1.2,1.0,1.0,74.5,69.4,53.6,4 / 4,2 / 2,80.0,71.0,61.5,5 / 5,1 / 2,72.0,54.8,57.7,4 / 5,1 / 2,57.3,45.2,57.7,4 / 5,0 / 2,14.7,9.7,0.0,0 / 5,1 / 2,52.0,41.9,50.0,4 / 5,0 / 2,22,11,13,3,3,1,0,0,0,0,5,0,17,5,0,0,17,5,,,1.1,1.2,,,11 / 19,5 / 6,,,11 / 17,4 / 5,,,11 / 17,4 / 5,,,11 / 17,3 / 5,,,0 / 17,1 / 5,,,9 / 17,2 / 5,,Reproductive Medicine Associates of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
