OrderID,CurrClinNameAll,ClinCityCode,state_code,MedicalDirector,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDHealthSnglLB_TransRate1,FshNDHealthSnglLB_TransRate2,FshNDHealthSnglLB_TransRate3,FshNDHealthSnglLB_TransRate4,FshNDHealthSnglLB_TransRate5,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDHealthSnglLB_TransRate1,ThwNDHealthSnglLB_TransRate2,ThwNDHealthSnglLB_TransRate3,ThwNDHealthSnglLB_TransRate4,ThwNDHealthSnglLB_TransRate5,state_code,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,DonorEgg,DonorEmbryo,EmbryoCryo,EggCryo,SingleWomen,Surrogates,SART_Member,ClinStateCode,state_code
402,"Fertility Specialists of Texas, PLLC",FRISCO,TX,"Jerald S. Goldstein, MD",43.6,40.6,19.2,2 / 9,0 / 9,38.5,31.3,7.7,1 / 9,0 / 9,60,55.7,51.2,50,1 / 2,37.2,32.9,34.1,40,1 / 2,TX,39,32,26,9,9,,215,70,41,20,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
403,Frisco Institute for Reproductive Medicine,FRISCO,TX,"Rinku V. Mehta, MD",1 / 5,2 / 4,1 / 4,1 / 3,,1 / 5,2 / 4,0 / 4,0 / 3,,66,58.1,6 / 18,2 / 7,0 / 2,52.1,32.3,5 / 18,1 / 7,0 / 2,TX,5,4,4,3,0,,94,31,18,7,2,Yes,Yes,Yes,Yes,No,Yes,Yes,TEXAS,TX
404,Advanced Fertility Center of Texas,HOUSTON,TX,"Michael A. Allon, MD",,,,,,,,,,,66.7,46.2,50,3 / 10,0 / 5,33.3,26.9,29.2,1 / 10,0 / 5,TX,0,0,0,0,0,,57,26,24,10,5,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
405,Aspire Fertility-Houston,HOUSTON,TX,"Barbara Stegmann, MD",1 / 4,1 / 2,,,,1 / 4,0 / 2,,,,3 / 8,4 / 7,0 / 1,1 / 2,,2 / 8,3 / 7,0 / 1,1 / 2,,TX,4,2,0,0,0,,8,7,1,2,0,No,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
406,Cooper Institute for Advanced Reproductive Medicine,HOUSTON,TX,"C. James Chuong, MD",5 / 16,0 / 4,1 / 5,0 / 1,0 / 2,2 / 16,0 / 4,0 / 5,0 / 1,0 / 2,4 / 9,2 / 6,1 / 4,0 / 2,0 / 1,3 / 9,2 / 6,1 / 4,0 / 2,0 / 1,TX,16,4,5,1,2,,9,6,4,2,1,Yes,Yes,Yes,Yes,Yes,Yes,No,TEXAS,TX
407,Family Fertility Center,HOUSTON,TX,"William E. Gibbons, MD",28,7 / 10,5 / 10,1 / 3,3 / 6,24,5 / 10,3 / 10,1 / 3,2 / 6,44.9,4 / 17,5 / 12,2 / 3,1 / 3,34.7,2 / 17,4 / 12,1 / 3,0 / 3,TX,25,10,10,3,6,,49,17,12,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
408,The Heard Institute,HOUSTON,TX,"Michael J. Heard, MD",3 / 4,2 / 6,0 / 3,0 / 1,,3 / 4,0 / 6,0 / 3,0 / 1,,0 / 2,0 / 2,,,,0 / 2,0 / 2,,,,TX,4,6,3,1,0,,2,2,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,TEXAS,TX
409,Houston Fertility Institute,HOUSTON,TX,"Ghassan F. Haddad, MD",54.7,30,4 / 19,2 / 13,0 / 6,37.9,23.3,3 / 19,1 / 13,0 / 6,50.5,52.9,46,44.3,20.7,31.1,32.7,27.5,27.8,17.2,TX,95,30,19,13,6,,882,346,211,79,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
410,Houston Fertility Specialists,HOUSTON,TX,"George M. Grunert, MD",29,3 / 8,1 / 4,0 / 1,,22.6,1 / 8,1 / 4,0 / 1,,48.4,41.1,45.6,37.5,23.8,37.9,34.8,40,31.3,19,TX,31,8,4,1,0,,285,158,90,32,21,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
411,Houston IVF,HOUSTON,TX,"Timothy N Hickman, MD",44.7,45.1,24.6,9.5,0 / 10,24.3,22,16.9,9.5,0 / 10,51.8,44.4,45.8,4 / 12,1 / 2,29.5,31.9,29.2,4 / 12,0 / 2,TX,152,91,65,21,10,,112,72,72,12,2,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
412,IVFMD,IRVING,TX,"Sy Q. Le, MD",50.6,41.4,8 / 18,0 / 1,0 / 3,32.6,13.8,5 / 18,0 / 1,0 / 3,41.2,45.5,30.8,4 / 10,1 / 6,30.4,36.4,19.2,3 / 10,0 / 6,TX,89,29,18,1,3,,102,44,26,10,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
413,The Centre for Reproductive Medicine,LUBBOCK,TX,"Janelle O. Dorsett, MD",55.2,4 / 10,2 / 10,0 / 3,0 / 1,37.9,3 / 10,2 / 10,0 / 3,0 / 1,65.2,2 / 3,0 / 3,,1 / 1,56.5,1 / 3,0 / 3,,1 / 1,TX,29,10,10,3,1,,23,3,3,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
414,"Texas Tech University Health Sciences Center, Center for Fertility and Reproductive Surgery",LUBBOCK,TX,"Jaou-Chen Huang, MD",56,1 / 8,2 / 5,,0 / 1,44,1 / 8,2 / 5,,0 / 1,23.1,4 / 16,1 / 7,0 / 1,0 / 1,15.4,3 / 16,0 / 7,0 / 1,0 / 1,TX,25,8,5,0,1,,39,16,7,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
415,Reproductive Institute of South Texas,MCALLEN,TX,"Esteban O. Brown, MD",29.2,2 / 19,3 / 14,1 / 11,0 / 1,20.8,0 / 19,1 / 14,0 / 11,0 / 1,48.5,7 / 13,0 / 4,1 / 2,,18.2,6 / 13,0 / 4,1 / 2,,TX,24,19,14,11,1,,33,13,4,2,0,Yes,Yes,Yes,Yes,Yes,Yes,No,TEXAS,TX
416,"Advanced Fertility Centers, PLLC",ODESSA,TX,"Botros Rizk, MD",3 / 3,1 / 2,,0 / 1,0 / 1,1 / 3,0 / 2,,0 / 1,0 / 1,1 / 1,,,0 / 1,,0 / 1,,,0 / 1,,TX,3,2,0,1,1,,1,0,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
417,IVF Plano,PLANO,TX,"James Douglas, MD",64.3,6 / 13,6 / 16,0 / 4,4 / 11,46.4,3 / 13,3 / 16,0 / 4,4 / 11,68.9,54.5,6 / 15,3 / 3,0 / 5,40,27.3,4 / 15,3 / 3,0 / 5,TX,28,13,16,4,11,,45,22,15,3,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
418,Presbyterian Hospital ARTS,PLANO,TX,"Alfred J. Rodriguez, MD",4 / 10,4 / 7,1 / 5,2 / 3,3 / 3,1 / 10,4 / 7,1 / 5,0 / 3,2 / 3,53.3,14 / 18,2 / 12,2 / 8,0 / 2,46.7,12 / 18,2 / 12,2 / 8,0 / 2,TX,10,7,5,3,3,,30,18,12,8,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
419,Fertility Center of San Antonio,SAN ANTONIO,TX,"Gregory S. Neal, MD",53.3,44.7,21.1,2 / 12,0 / 10,29,29.8,10.5,1 / 12,0 / 10,47.1,36.8,30.8,8 / 17,2 / 6,35.6,22.4,25.6,5 / 17,2 / 6,TX,107,47,38,12,10,,87,76,39,17,6,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
420,"Fertility Institute of Texas, PLLC",SAN ANTONIO,TX,"Susan Hudson, MD",0 / 1,,0 / 1,,,0 / 1,,0 / 1,,,53.8,5 / 8,3 / 9,0 / 1,,46.2,4 / 8,2 / 9,0 / 1,,TX,1,0,1,0,0,,26,8,9,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
421,Fertility Specialists of San Antonio,SAN ANTONIO,TX,"Gerard M. Honoré, MD, PhD",,,,0 / 2,,,,,0 / 2,,0 / 2,,1 / 4,,,0 / 2,,1 / 4,,,TX,0,0,0,2,0,,2,0,4,0,0,,,,,,,,TEXAS,TX
422,"Institute for Women's Health, Advanced Fertility Center",SAN ANTONIO,TX,"Joseph R. Garza, MD",5 / 12,1 / 4,3 / 5,0 / 1,1 / 3,2 / 12,1 / 4,3 / 5,0 / 1,0 / 3,2 / 7,3 / 6,4 / 6,,0 / 1,1 / 7,3 / 6,1 / 6,,0 / 1,TX,12,4,5,1,3,,7,6,6,0,1,No,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
423,"Reproductive Medicine Associates of Texas, PA",SAN ANTONIO,TX,"Francisco Arredondo, MD",58,58.3,5 / 11,2 / 3,0 / 2,37.7,33.3,4 / 11,1 / 3,0 / 2,57.9,52.4,37.1,2 / 5,2 / 7,40.7,38.1,28.6,1 / 5,1 / 7,TX,69,24,11,3,2,,140,63,35,5,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
424,UT Medicine Fertility Center,SAN ANTONIO,TX,"Randal D. Robinson, MD",5 / 12,5 / 11,3 / 13,0 / 3,0 / 1,5 / 12,4 / 11,3 / 13,0 / 3,0 / 1,32,5 / 15,1 / 10,0 / 5,0 / 3,20,4 / 15,1 / 10,0 / 5,0 / 3,TX,12,11,13,3,1,,25,15,10,5,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
425,Scott & White Clinic-Temple,TEMPLE,TX,"Thomas J. Wincek, MD, PhD",45,7 / 12,2 / 9,1 / 6,,15,5 / 12,0 / 9,0 / 6,,9 / 16,0 / 3,0 / 4,1 / 3,0 / 2,3 / 16,0 / 3,0 / 4,0 / 3,0 / 2,TX,40,12,9,6,0,,16,3,4,3,2,No,No,Yes,No,Yes,No,No,TEXAS,TX
426,"North Houston Center for Reproductive Medicine, PA",THE WOODLANDS,TX,"Dorothy J. Roach, MD",42.3,6 / 14,4 / 10,1 / 3,0 / 1,26.9,4 / 14,1 / 10,0 / 3,0 / 1,9 / 14,3 / 6,0 / 1,0 / 1,0 / 2,6 / 14,3 / 6,0 / 1,0 / 1,0 / 2,TX,26,14,10,3,1,,14,6,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
427,Center of Reproductive Medicine (CORM),WEBSTER,TX,"Vicki L. Schnell, MD",46,28.6,3 / 10,1 / 1,0 / 1,38.1,28.6,1 / 10,0 / 1,0 / 1,54.1,52.4,46.8,5 / 11,2 / 6,40,33.3,34,2 / 11,2 / 6,TX,63,21,10,1,1,,170,63,47,11,6,Yes,No,Yes,Yes,Yes,Yes,Yes,TEXAS,TX
428,Utah Fertility Center,PLEASANT GROVE,UT,"Russell A. Foulk, MD",53.9,42.2,10 / 19,5 / 10,1 / 9,31.7,26.6,3 / 19,2 / 10,1 / 9,57.6,47.9,35.7,4 / 14,2 / 7,36.5,28.2,28.6,1 / 14,0 / 7,UT,284,64,19,10,9,,255,71,56,14,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,UTAH,UT
429,Utah Center for Reproductive Medicine,SALT LAKE CITY,UT,"Erica B. Johnstone, MD",41.4,40.9,4 / 19,0 / 7,,27.6,27.3,2 / 19,0 / 7,,48.5,41.2,60.6,1 / 3,0 / 2,33.1,27.5,45.5,0 / 3,0 / 2,UT,116,44,19,7,0,,163,51,33,3,2,Yes,No,Yes,Yes,Yes,Yes,Yes,UTAH,UT
430,Reproductive Care Center,SANDY,UT,"Keith L. Blauer, MD",51.7,33.9,37,2 / 8,0 / 4,36,18.6,29.6,2 / 8,0 / 4,46.2,32.1,6 / 19,0 / 2,3 / 5,36.8,24.5,4 / 19,0 / 2,1 / 5,UT,211,59,27,8,4,,171,53,19,2,5,Yes,Yes,Yes,Yes,No,Yes,Yes,UTAH,UT
431,"University of Vermont Medical Center, Vermont Center for Reproductive Medicine",BURLINGTON,VT,"Elizabeth McGee, MD",60,3 / 3,1 / 5,0 / 3,,45,3 / 3,0 / 5,0 / 3,,2 / 4,,,0 / 1,,2 / 4,,,0 / 1,,VT,20,3,5,3,0,,4,0,0,1,0,No,No,Yes,Yes,Yes,No,Yes,VERMONT,VT
432,Northeastern Reproductive Medicine,COLCHESTER,VT,"Peter R. Casson, MD",41.3,35.7,47.2,5 / 10,1 / 12,31.7,23.8,33.3,4 / 10,1 / 12,41.4,4 / 12,7 / 11,1 / 3,0 / 4,31,2 / 12,4 / 11,1 / 3,0 / 4,VT,63,42,36,10,12,,29,12,11,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VERMONT,VT
433,Washington Fertility Center,ANNANDALE,VA,"Pierre Asmar, MD",3 / 12,1 / 2,2 / 3,1 / 2,0 / 3,1 / 12,1 / 2,1 / 3,0 / 2,0 / 3,36.4,4 / 6,4 / 11,2 / 2,0 / 4,36.4,1 / 6,4 / 11,2 / 2,0 / 4,VA,12,2,3,2,3,,22,6,11,2,4,Yes,No,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
434,Dominion Fertility and Endocrinology,ARLINGTON,VA,"Michael DiMattina, MD",42.6,35.9,10.4,4.5,4.2,39.3,28.2,6.3,4.5,4.2,45.4,35.6,45,8 / 17,6 / 17,37.8,29.9,28.3,6 / 17,5 / 17,VA,61,39,48,22,48,,119,87,60,17,17,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
435,"Reproductive Medicine and Surgery Center of Virginia, PLC",CHARLOTTESVILLE,VA,"Christopher D. Williams, MD",54.2,6 / 12,0 / 3,0 / 1,,25,5 / 12,0 / 3,0 / 1,,63.1,72.4,13 / 18,0 / 3,0 / 2,49.2,62.1,11 / 18,0 / 3,0 / 2,VA,24,12,3,1,0,,65,29,18,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
436,Genetics & IVF Institute,FAIRFAX,VA,"Laurence C. Udoff, MD",2 / 8,1 / 4,0 / 8,0 / 6,0 / 2,1 / 8,1 / 4,0 / 8,0 / 6,0 / 2,56.7,57.1,8 / 14,5 / 12,1 / 4,46.7,42.9,6 / 14,3 / 12,1 / 4,VA,8,4,8,6,2,,30,21,14,12,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
437,Jones Institute for Reproductive Medicine,NORFOLK,VA,"Laurel A. Stadtmauer, MD, PhD",49.3,37,3 / 13,1 / 2,1 / 3,26.1,14.8,1 / 13,0 / 2,1 / 3,38.8,5 / 15,7 / 14,1 / 4,2 / 6,20.4,3 / 15,4 / 14,0 / 4,1 / 6,VA,69,27,13,2,3,,49,15,14,4,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
438,Virginia Center for Reproductive Medicine,RESTON,VA,"Fady I. Sharara, MD",10 / 19,9 / 12,3 / 6,,,7 / 19,4 / 12,2 / 6,,,6 / 11,8 / 16,7 / 9,1 / 3,,6 / 11,7 / 16,5 / 9,1 / 3,,VA,19,12,6,0,0,,11,16,9,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
439,Fertility Institute of Virginia,RICHMOND,VA,"Michael C. Edelstein, MD",5 / 11,3 / 10,2 / 5,0 / 3,0 / 4,5 / 11,1 / 10,1 / 5,0 / 3,0 / 4,51.3,63.4,37.8,4 / 8,2 / 4,42.1,51.2,27,2 / 8,2 / 4,VA,11,10,5,3,4,,76,41,37,8,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
440,VCU Reproductive Medicine,RICHMOND,VA,"Richard S. Lucidi, MD",38.1,2 / 7,3 / 5,0 / 3,0 / 1,33.3,1 / 7,0 / 5,0 / 3,0 / 1,7 / 18,9 / 18,2 / 4,1 / 2,,5 / 18,9 / 18,1 / 4,1 / 2,,VA,21,7,5,3,1,,18,18,4,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
441,The New Hope Center for Reproductive Medicine,VIRGINIA BEACH,VA,"Robin L. Poe-Zeigler, MD",6 / 15,0 / 8,2 / 4,0 / 1,1 / 8,5 / 15,0 / 8,2 / 4,0 / 1,1 / 8,42.9,37,3 / 13,2 / 5,1 / 14,28.6,37,0 / 13,1 / 5,1 / 14,VA,15,8,4,1,8,,84,27,13,5,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,VIRGINIA,VA
442,"Overlake Reproductive Health, Inc., PS",BELLEVUE,WA,"Kevin M. Johnson, MD",,,,,,,,,,,64.9,9 / 18,12 / 15,3 / 3,,54.4,7 / 18,7 / 15,3 / 3,,WA,0,0,0,0,0,,57,18,15,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
443,Washington Center for Reproductive Medicine,BELLEVUE,WA,"James I. Kustin, MD",6 / 11,1 / 8,2 / 6,1 / 1,0 / 3,3 / 11,0 / 8,1 / 6,1 / 1,0 / 3,27.3,4 / 14,3 / 11,0 / 2,1 / 2,22.7,3 / 14,2 / 11,0 / 2,0 / 2,WA,11,8,6,1,3,,22,14,11,2,2,Yes,No,Yes,Yes,Yes,Yes,No,WASHINGTON,WA
444,Bellingham IVF & Infertility Care,BELLINGHAM,WA,"Emmett F. Branigan, MD",54.8,1 / 4,1 / 5,0 / 2,0 / 2,41.9,1 / 4,1 / 5,0 / 2,0 / 2,10 / 16,3 / 5,1 / 4,0 / 2,0 / 3,4 / 16,2 / 5,1 / 4,0 / 2,0 / 3,WA,31,4,5,2,2,,16,5,4,2,3,Yes,No,Yes,No,Yes,No,No,WASHINGTON,WA
445,Poma Fertility,KIRKLAND,WA,"Michael S. Opsahl, MD",61.9,37.8,57.1,1 / 2,0 / 3,34.9,29.7,28.6,1 / 2,0 / 3,39.6,45.9,44.4,2 / 4,1 / 2,29.2,35.1,33.3,2 / 4,1 / 2,WA,63,37,21,2,3,,48,37,27,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
446,Olympia Women's Health,OLYMPIA,WA,"James F. Moruzzi, MD, PhD",2 / 9,2 / 5,0 / 4,0 / 1,0 / 2,1 / 9,1 / 5,0 / 4,0 / 1,0 / 2,4 / 11,0 / 1,,0 / 2,,3 / 11,0 / 1,,0 / 2,,WA,9,5,4,1,2,,11,1,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
447,Pacific Northwest Fertility and IVF Specialists,SEATTLE,WA,"Lorna A. Marshall, MD",6 / 16,2 / 6,0 / 5,1 / 5,0 / 1,6 / 16,2 / 6,0 / 5,1 / 5,0 / 1,53.8,56.2,46.3,51.2,7 / 10,44.3,50.4,43.8,48.8,7 / 10,WA,16,6,5,5,1,,158,121,80,41,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
448,Seattle Reproductive Medicine,SEATTLE,WA,"Paul S. Dudley, MD",46.6,42.1,27.5,12.3,3.4,36.5,32.7,16.5,8.8,0,48.7,48.1,34,37.7,38.7,39.7,39.4,27.6,31.1,32.3,WA,266,159,91,57,29,,310,208,156,61,31,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
449,"Sound Fertility Care, PLLC",SEATTLE,WA,"Kathleen Lin, MD",1 / 3,4 / 4,0 / 2,,0 / 1,0 / 3,4 / 4,0 / 2,,0 / 1,5 / 8,0 / 2,0 / 2,1 / 4,2 / 2,4 / 8,0 / 2,0 / 2,1 / 4,2 / 2,WA,3,4,2,0,1,,8,2,2,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
450,"University Reproductive Care, University of Washington",SEATTLE,WA,"Genevieve S. Neal-Perry, MD, PhD",3 / 11,1 / 4,1 / 5,,,3 / 11,1 / 4,0 / 5,,,7 / 11,1 / 9,1 / 6,2 / 3,,4 / 11,0 / 9,0 / 6,1 / 3,,WA,11,4,5,0,0,,11,9,6,3,0,No,No,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
451,The Center for Reproductive Health,SPOKANE,WA,"Edwin D. Robins, MD",7 / 12,3 / 3,1 / 1,,,5 / 12,3 / 3,1 / 1,,,54.7,61.5,7 / 12,,0 / 1,34.4,38.5,7 / 12,,0 / 1,WA,12,3,1,0,0,,64,26,12,0,1,No,No,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
452,SRM Spokane,SPOKANE VALLEY,WA,"Brenda S. Houmard, MD",22.7,2 / 19,1 / 12,0 / 3,0 / 2,13.6,0 / 19,1 / 12,0 / 3,0 / 2,33.3,4 / 12,3 / 5,0 / 2,,20.5,2 / 12,3 / 5,0 / 2,,WA,22,19,12,3,2,,39,12,5,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WASHINGTON,WA
453,Madigan Army Medical Center,TACOMA,WA,"Ronald D. Beesley, MD",50,8 / 14,22.7,2 / 8,,30.8,5 / 14,13.6,1 / 8,,55,2 / 7,3 / 5,0 / 1,,35,1 / 7,3 / 5,0 / 1,,WA,52,14,22,8,0,,20,7,5,1,0,No,No,Yes,Yes,Yes,No,Yes,WASHINGTON,WA
454,West Virginia University Fertility Center,CHARLESTON,WV,"Pickens A. Gantt, MD",3 / 8,0 / 1,0 / 1,1 / 1,0 / 2,1 / 8,0 / 1,0 / 1,0 / 1,0 / 2,3 / 9,0 / 2,,0 / 1,,1 / 9,0 / 2,,0 / 1,,WV,8,1,1,1,2,,9,2,0,1,0,Yes,No,Yes,No,Yes,Yes,No,WEST VIRGINIA,WV
455,"Cabell Huntington Hospital, Center for Advanced Reproductive Medicine",HUNTINGTON,WV,"William N. Burns, MD",6 / 8,2 / 5,2 / 3,0 / 2,,3 / 8,2 / 5,1 / 3,0 / 2,,0 / 5,0 / 1,,0 / 1,0 / 1,0 / 5,0 / 1,,0 / 1,0 / 1,WV,8,5,3,2,0,,5,1,0,1,1,Yes,No,Yes,Yes,Yes,No,No,WEST VIRGINIA,WV
456,West Virginia University Center for Reproductive Medicine,MORGANTOWN,WV,"Gary M. Horowitz, MD",36.8,3 / 12,1 / 8,1 / 1,,23.7,1 / 12,1 / 8,1 / 1,,19,3 / 6,1 / 1,,,4.8,2 / 6,0 / 1,,,WV,38,12,8,1,0,,21,6,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,WEST VIRGINIA,WV
457,"Aurora Health Care-Aurora Fertility Services, The Women's Center at Aurora BayCare Medical Center",GREEN BAY,WI,"Estil Y. Strawn, MD",56.4,3 / 5,1 / 3,1 / 1,,35.9,2 / 5,1 / 3,0 / 1,,56.1,9 / 17,6 / 11,0 / 1,,31.7,6 / 17,4 / 11,0 / 1,,WI,39,5,3,1,0,,41,17,11,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WISCONSIN,WI
458,"Froedtert & Medical College of Wisconsin, Reproductive Medicine Center",MENOMONEE FALLS,WI,"Katherine Schoyer, MD",42.5,31.8,31.8,1 / 3,0 / 1,35.6,18.2,27.3,1 / 3,0 / 1,44.7,32.3,23.1,0 / 2,1 / 2,31.8,25.8,7.7,0 / 2,0 / 2,WI,73,44,22,3,1,,132,62,39,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WISCONSIN,WI
459,University of Wisconsin-Generations Fertility Care,MIDDLETON,WI,"Christina E. Broadwell, MD",43.8,52.4,4 / 11,0 / 1,,33.3,33.3,0 / 11,0 / 1,,50,57.1,5 / 13,2 / 3,,37.9,50,4 / 13,1 / 3,,WI,48,21,11,1,0,,58,28,13,3,0,Yes,No,Yes,Yes,Yes,No,Yes,WISCONSIN,WI
460,Wisconsin Fertility Institute,MIDDLETON,WI,"Elizabeth Pritts, MD",2 / 6,0 / 3,1 / 2,,0 / 2,1 / 6,0 / 3,1 / 2,,0 / 2,28.4,34.9,25,0 / 3,0 / 2,18.2,25.6,12.5,0 / 3,0 / 2,WI,6,3,2,0,2,,88,43,24,3,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WISCONSIN,WI
461,Reproductive Specialty Center,MILWAUKEE,WI,"Grace M. Janik, MD",5 / 9,1 / 4,1 / 6,0 / 1,0 / 3,4 / 9,1 / 4,1 / 6,0 / 1,0 / 3,3 / 12,1 / 3,,0 / 1,,2 / 12,1 / 3,,0 / 1,,WI,9,4,6,1,3,,12,3,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WISCONSIN,WI
462,Gundersen Fertility Center,ONALASKA,WI,"Catherine R. Ryan, MD",3 / 9,1 / 1,,,,3 / 9,0 / 1,,,,54.2,5 / 10,2 / 5,,,41.7,1 / 10,2 / 5,,,WI,9,1,0,0,0,,24,10,5,0,0,No,No,No,No,No,No,Yes,WISCONSIN,WI
463,"Aurora Health Care-Aurora Fertility Services, West Allis",WEST ALLIS,WI,"Estil Y. Strawn, MD",2 / 3,,,,,1 / 3,,,,,63.6,51.5,8 / 15,,,56.4,33.3,6 / 15,,,WI,3,0,0,0,0,,55,33,15,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,WISCONSIN,WI
